Comentario,Fecha,Estrellas,Nombre,Tipo Establecimiento,Tipo,Dirección,Coordenadas,Latitud,Longitud,Calificación,Fecha_numero
Buen sabor 😋 y la atención ni si diga!!! felicitaciones 🍾🎉 siga adelante…,Hace un año,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2023
el local super pero su producto estrella las alitas pésimo de lo peor te sirven frías y las salsas parecen condimento que se pone para recien preparar......de verdad fatal y no digo mas porque los alimentos no se desprecian......!!!!,Hace 5 años,1 estrella,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,-1,06/23/2019
No me gustó el lugar las papas nos sirvieron frías y las alitas también las verduras muy pocas y adicional no había salsa para acompañar estás tenían un costoa  mejor son las del Cadillac.,Hace 5 años,1 estrella,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,-1,06/23/2019
"Tenaz.... Yo no sé que pasó con el lugar, esas alas parecían de embrión de pollo, aparte de eso muy caro.... A ese lugar no regreso..Isabella Católica Coruña",Hace 3 años,2 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,-1,06/22/2021
"Tratamos de acudir para conocer y nos pidieron retirarnos, el empleado de la puerte se nos puso adelante, no nos dejo ni mirar, no regresare espero no continuen asi, ahuyentan a la gente. No me gusto la actitud.",Hace 3 años,1 estrella,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,-1,06/22/2021
"Alitas bien preparadas! Buenas salsas. El sitio es MUY frío, puedes pasarla mal si no vas preparado.",Hace 4 años,4 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2020
"Muy buena decoración y excelente atención.  Recomendadas las alitas HONEYTERIYAKI.  24 alitas, una entrada y 3 colas, $40,00",Hace 3 años,3 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,0,06/22/2021
Una de las mejores alitas que he probado y un lugar muy cálido y cómodo para disfrutar 😋…,Hace 4 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2020
Excelente lugar para compartir y disfrutar de las deliciosas alitas. Excelentes bebidas.,Hace 4 meses,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,02/22/2024
"El mejor lugar,los mejores sabores combinados con unas deliciosas altas y cerveza artesanal que le da un sabor espectacular",Hace 3 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2021
"muy buena la comida, el servicio de primera. El sabor es exacto al de la matriz, lo que demuestra que calidad es algo evidente dentro de este establecimiento.",Hace 6 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/23/2018
"Comida muy buena pero la atención en el local de Isabela Católica es pésima, tratan mal en la caja y quienes sirven de meseros",Hace 3 años,3 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,0,06/22/2021
"Súper rico todo y el
Lugar acogedor!! Me encantó !!",Hace un año,4 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2023
"Buena comida, el servicio más o menos, y los precios muy caros!",Hace 2 años,3 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,0,06/22/2022
Buen sabor de las alitas. Papas fritas no recomendables (muy duras y pasadas) . No hay buena relación precio/calidad en producto y servicio.,Hace 4 años,2 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,-1,06/22/2020
"Nada especial para el precio que cobran, la peor hamburguesa de pollo que he probado, ni la presentación ayudó y las alitas no tenían un buen sazón",Hace 3 años,1 estrella,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,-1,06/22/2021
"Muy buenas las alitas, falta una buena atención al cliente",Hace un año,3 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,0,06/22/2023
"La primera vez q las probé en quito no estuvieron muy buenas, esta última vez muy sabrosas, jugosas con bastante salsa. Deliciosas",Hace 5 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/23/2019
"Muy buenas alitas, un lugar bien decorado y magnifica atención. Recomendado.",Hace 5 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/23/2019
Diliciosaa alitas aún precio no tan cómodo.. Deberías mejorar en menu con combos y agregaras extras a las alitas.,Hace 4 años,4 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2020
"Excelente comida y atención, lo único malo es que no hay muchos estacionamientos",Hace un año,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2023
Muy buena atención y la salsa BBQ con cerveza estuvo fenomenal.  Sin duda regreso.,Hace 5 años,4 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/23/2019
Excelente lugar para compartir...,Hace 2 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2022
Excelente menú y salsas deliciosas... Las bebidas no se quedan atrás... Cerveza artesanal y mas,Hace 6 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/23/2018
"Excelente lugar, comida y atención. Las salsas picantes son muy buenas, pero realmente picantes.",Hace 6 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/23/2018
"Alitas de buen sabor y tiene buenas promos. Hace un poco de frío y el lunes hay mucha gente por la promo de 0,50.",Hace 3 años,4 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2021
"Fantástico bar de alitas , ojo que las salsas son  bastante picante , vale la pena la experiencia",Hace 4 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2020
Las alitas vienen sin papas y son caras si se compara con la amplia competencia.,Hace un año,3 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,0,06/22/2023
"Muy buen sabor, precios adecuados y buen ambiente",Hace 2 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2022
"Las altas muy ricas, las papas fritas no muy buenas de sabor y como que estuvieran recalentadas !!",Hace 2 años,4 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2022
"Pésimo servicio, no nos atendieron una hora y al final nos explicaron que se habían olvidado la orden, y eso que habíamos pedido 50 alitas para empezar.",Hace 6 años,1 estrella,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,-1,06/23/2018
Excelente atención y las alitas super ricas....,Hace 6 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/23/2018
"Es un lugar muy bonito,comodo y pasan partidos en la tv las alitas  son deliciosas 😉 lugar para divertirse con amigos…",Hace 7 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/23/2017
"Muy buenas alitas, chévere local, rica cerveza... Para que mas",Hace 4 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2020
"Excelente ambiente, excelente servicio... Y excelente la promoción de los lunes $0.50 cada alita. Excelentes alitas",Hace 6 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/23/2018
"La michelada realmente mala, esperaba más de las alitas el sabor bastante regular",Hace 2 años,3 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,0,06/22/2022
Bastante bien!! Buen ambiente y buena comida!!! Además hay cerveza artesanal que siempre va bien!!,Hace 6 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/23/2018
"Estuvo bien, big wings, las meseras pueden mejorar y ofrecer las promos",Hace 4 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2020
"Excelente lugar para compartir entre amigos, la atencion es de primera y la comida genial..",Hace 5 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/23/2019
El sabor bueno..faltan meseras parra servir al mismo tiempo la orden y no por partes,Hace 2 años,4 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2022
Nos encanta el lugar. Muy buena comida y excelente atencion.,Hace 5 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/23/2019
Excelente lugar para compartir con la familia y amigos! Las cervezas artesanales espectaculares!,Hace 4 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2020
"Deliciosas las alitas para morir, hermoso ambiente, buen lugar para ver una final de fútbol",Hace 5 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/23/2019
Las alitas de cerveza y las bufalo mild son las mejores. Los lunes tienen una buena promo. Buen lugar y buena comida.,Hace 5 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/23/2019
"Excelente servicio, buen ambiente para conversar con amigos y excelente comida",Hace 4 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2020
"Las alitas súper ricas, unas papas fritas deliciosas. Tienen una salsa ranch buenísima.....",Hace 3 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2021
"Excelente la promo de los Lunes, las mejores las de ajo y parmesano.",Hace 2 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2022
Buena relacion precio calidad.,Hace 11 meses,4 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,07/27/2023
"SON LAS MEJORES ALITAS DE QUITO QUE HE PROBADO, VOLVERIA A IR, LA SALSA BUFFALO MILD ( PARA MI) PICA DEMASIADO PERO ESTUVIERON MUUY BUENAS",Hace 6 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/23/2018
"Terrible servicio, realizamos un pedido y luego de 30 Mins, nos enteramos que no si quiera se han puesto a prepararlas, y para terminar nos quieren cobrar el ""servicio"" sobre las bebidas que fue lo único que pasaron",Hace 6 años,1 estrella,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,-1,06/23/2018
"Las alitas estaban frías y algo duras
El sabor muy bueno",Hace 5 años,3 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,0,06/23/2019
Buen lugar para comer y disfrutar con amigos. Las personas que atienden muy amables,Hace 5 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/23/2019
"Nunca hagan el reto de alitas picantes, de todas formas te cobran a pesar de haber ganado.",Hace 3 años,1 estrella,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,-1,06/22/2021
Excelente lugar para compartir con amigos y familia! Alitas deliciosas,Hace 6 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/23/2018
"Buffalo Wings Médium recomendadas muy buenas con Cerveza, ambiente y servicio excelente!!!",Hace 5 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/23/2019
Exquisitas Alitas con diferentes tipos de sabores. Recomendado,Hace 2 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2022
Muy cómodo y rico. aunque las mas picosas no me hicieron nada jajaja,Hace 7 años,4 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/23/2017
"Excelente ambiente , buen sabor buen lugar recomendado",Hace 3 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2021
En la shyris aunque pequeño tiene más acogida la atención del personal del servicio no es la misma. Recomiendo el de la shyris,Hace 3 años,3 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,0,06/22/2021
Excelente atención!,Hace un año,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2023
"Me gustó, la atención es excelente",Hace un año,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2023
"Agradable  ambiente, ricas las alitas. Muy tranquilo.",Hace 6 años,4 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/23/2018
"Excelente lugar, una atención excepcional y buen servicio",Hace 2 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2022
"Las alitas estaban bien, buen servicio, y buena decoración. Todo bueno no excelente.",Hace 7 años,4 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/23/2017
Muy buen sabor y el precio es asequible.,Hace 4 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2020
Excelente sabor y buena atención... recomendable,Hace 4 años,4 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2020
Tienen un muy buen servicio y muchos sabores,Hace 3 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2021
"Las alitas, ricas como siempre. Control, desinfección y distanciamiento entre mesas. Los baños siempre pueden estar mejor.",Hace 3 años,4 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2021
"Muy buen lugar, comida excelente.",Hace 2 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2022
"Excelente promosion de alitas a mitad de precio, todos los lunes",Hace 5 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/23/2019
Excelentes alitas en lunes de 50 ctvos. Sus salsas variadas y muy sabrosas,Hace 5 años,4 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/23/2019
"Muy buen ambiente. Las alitas, alitas es todo.",Hace 4 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2020
Es hermoso un lugar muy amplio para compartir con la familia!,Hace 4 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2020
"Es un lugar muy acogedor, con una atención al cliente exquisita.",Hace 4 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2020
Lugar bonito,Hace 4 meses,4 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,02/22/2024
Buena atención y comida. Recomendado 100%,Hace un año,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2023
Muy buenas y los lunes son de promo a. 50 la alita,Hace 2 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2022
Las alitas están pequeñas y no eran así q paso,Hace 3 años,2 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,-1,06/22/2021
Delicia absoluta! Precio excelente!,Hace 2 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2022
Buen lugar para pasar un buen rato con excelente comida a un precio adecuado,Hace 6 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/23/2018
"Las alitas son deliciosas, 100% recomendado",Hace 2 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2022
Súper ricas y excelente atención .,Hace 2 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2022
"Muy buen servicio, y la comida es muy rica",Hace 3 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2021
"Deliciosas alitas,buen ambiente y buena atención",Hace 6 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/23/2018
Muy buenas aunque un poco caras considerando que no vienen con todos los acompañantes,Hace 5 años,3 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,0,06/23/2019
Las alitas del lunes  estaban guardadas,Hace un año,1 estrella,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,-1,06/22/2023
"Lo visité por una amiga que trabaja ahí, me pareció riquísimo",Hace 4 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2020
Me encanta el sabor y el servicio,Hace 2 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2022
Rico pero no tanto para el precio que tienen.,Hace 2 años,4 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2022
Un buen sabor y excelente servicio,Hace 3 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2021
Buen sabor.... La atención no más deja que desear,Hace 4 años,3 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,0,06/22/2020
"Estuvieron bien, pero es costoso.",Hace un año,3 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,0,06/22/2023
Buen lugar para comer a gusto y pasarla bien,Hace 4 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2020
"Atención de primera, siempre tienen promociones en todos los productos.",Hace 3 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2021
"Excelente atención y comida, con todos los protocolos de seguridad",Hace 3 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2021
"Muy buenas alitas, y el lugar",Hace 2 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2022
Las mejores alitas con una gran variedad en su menú!!!,Hace 6 años,5 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/23/2018
"Muy ricas, excelente servicio.",Hace 3 años,4 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2021
Alitas ricas sin embargo su calidad a bajado en relación a meses anteriores,Hace 4 años,4 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/22/2020
Variedad de salsas. Pedir la de mostaza solo si en verdad eres amante de la mostaza.,Hace 5 años,4 estrellas,Alitas Benditas,Restaurante,Restaurante de alas de pollo,"Isabel La Católica, N12 54, Quito 170109","('-0.204519', '-78.4819119')",-0.204519,-78.4819119,1,06/23/2019
