Comentario,Fecha,Estrellas,Nombre,Tipo Establecimiento,Tipo,Dirección,Coordenadas,Latitud,Longitud,Calificación,Fecha_numero
"El lugar y el ambiente súper chéveres… nos encantó las cervezas y la comida. La etapa de ir a sinners con sus amigos recomiendo no saltársela, el único pero es que el servicio al menos ese día y el mesero llamado Dilan, estuvo pésimo muy arrogante y nada servicial. Al momento de pedir las cervezas le pedimos poder degustar los shots para saber cuál pedir y el solo nos supo decir que no era posible más de 2 cuando a los demás veíamos que si les servían más. Además veíamos que a todos le daban una botellita la cual no nos dio en un principio y al momento de servirnos la cerveza (que eran varias) solo las puso en la mesa y se fue suponiendo que sabíamos cuál es cuál. Luego nos vio ahí luchando por saber cuál es cuál y dijo… es obvio que esta es la red y la otra capuchino y las demás esto. Con una actitud bien prepotente.",Hace un mes,4 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,05/23/2024
"Nos sentamos en la mesa de adentro justo alado de la puerta corrediza, entraba bastante frío y nos dijeron que era necesario tener abierta la mitad de la puerta, quizá sería bueno considerar esto y hacer sentir bien al cliente, por todo lo demás super bien, amo este lugar vamos constantemente con mis amigos.",Hace un mes,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,05/23/2024
"Michael es súper amable, sabe cómo hacerte sentir bienvenido y da las mejores recomendaciones de shots. La comida también estuvo súper rica (ensalada sinners) y la cerveza coco ginger está espectacular.",Hace 2 meses,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,04/23/2024
"Fuimos hace varias semanas atrás a celebrar el cumpleaños de un amigo y nos atendió una señorita con el piercing en el labio , muy atenta , respetuosa , servicial fue un excelente servicio , pero esta vez que volvimos nos atendió un chico de lentes y aretes , una persona muy insistente , grosera y prepotente este chico le quita toda la buena experiencia que uno quisiera tener al finalizar la noche no permitió que nos pasarán bien la última ronda cuando de repente ya estaba llegando con la cuenta , diciendo que en 2 min regresaba a cobrar , prácticamente nos estaba echando del lugar , me pareció muy grosero la verdad y del administrador ni se diga si el atiende con mala cara obviamente los meseros siguen su ejemplo horrible de verdad y nunca encontramos a la otra chica , fuera de eso el lugar y las cervezas son buenas.",Hace 4 semanas,1 estrella,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,-1,05/25/2024
"Muy buenas cervezas, muy buena música, muy buena atención
Agua de cortesía
5⭐",Hace 6 meses,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,12/25/2023
"Un lugar acogedor, el espacio en la parte de afuera es angosto y ya en la noche hace frío, por lo tanto deben llevar algo abrigado, la pinta de cerveza está en $5.50 y la comida oscila entre $8 a $10. Un buen lugar para pasar entre amigos, familia y disfrutar de Quito",Hace un año,4 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
"El mesero de anteojos y aretes es muy mal mesero, sirve de mala gana, obliga a los clientes a pedir la cuenta, no es escucha las solicitudes y es mala clase. A la carne de la hamburguesa le falta power.",Hace 2 meses,4 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,04/23/2024
"Probamos las nuevas hamburguesas bacon cheese y dark soul, están deliciosas. Tienen una gran variedad de estilos de cerveza, mi favorita es la cappuccino sweet stout.
La atención de las meseras fue excelente, son carismáticas y prestas para resolver inquietudes y sugerir cervezas.",Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
"Sigo esperando que lleguen más personas y ya ha sido toda una experiencia. La gente muy amable, la cerveza coco ginger IPA está buenísima, los sabores no son invasivos y me dieron una cortesía del postre capuchino birramisu que está delicioso!!",Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Excelente cerveza! Y buena comida excelente cerveza!,Hace 7 meses,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,11/25/2023
"Excelente servicio .
Buen ambiente y excelente cerveza.",Hace 2 semanas,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/08/2024
"Buenísima la experiencia, un lugar súper tranqui y perfecto para estar con los amigos. Excelente servicio 🙈",Hace un mes,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,05/23/2024
"Deliciosa hamburguesa vegetariana y michelada, ambiente chevere. Gente amable",Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Excelente atención. Fui con compañeros de trabajo. Definitivamente van a tener la mejor de suertes si los atiende Dylan!,Hace un mes,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,05/23/2024
"Muy deliciosas las alitas, y la cerveza artesanal… el ambiente y la atención 10/10",Hace 2 semanas,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/08/2024
"una de las mejores cervecerías artesanales de Quito. La comida es de muy buena calidad en comparación a otras cervecerías artesanales de la ciudad. Para mi, tienen la cerveza artesanal de mejor calidad y el ambiente es muy casual y acogedor.",Hace 6 meses,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,12/25/2023
Excelente servio Dilan una gran persona y como todo el menú. Excelente servicio y trato de calidad,Hace un mes,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,05/23/2024
"La cerveza es de calidad, y sus estilos muy consistentes, te sirven tostado y una botella de agua siempre, la comida es buena y el servicio en La Floresta muchísimo mejor que en La Pradera en donde puedes quedarte esperando toda la noche a que te sirvan tu cerveza...",Hace 4 meses,4 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,02/23/2024
"Solo la pizza estaba buena, lo demás pésimo sin sabor y los cócteles malos...el servicio x parte del administrador pésimo",Hace 2 meses,2 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,-1,04/23/2024
"Cervecería artesanal de ambiente agradable, sin embargo, la atención regular lo cual no se esperaría por el tipo de lugar; el trato no muy cordial y la espera por dos pintas de cerveza fue de más de 20 minutos lo cual fue exagerado",Hace un año,3 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,0,06/23/2023
"Un lugar muy acogedor con el volumen adecuado de música para poder conversar y con una decoración bien llevada con la estructura misma del local, muy recomendable.",Hace 3 meses,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,03/24/2024
"Buen servicio, muy buena comida y la pizza de higo está buenísima",Hace 2 meses,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,04/23/2024
"Es uno de mis lugares favoritos para tomarme una cerveza artesanal, totalmente recomendado.",hace 4 días,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/22/2024
A mí parecer caro y malísima la cerveza....había una en el sampler que simplemente es intomable,Hace un mes,3 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,0,05/23/2024
"Excelente lugar la comida es muy buena y bien sazonada, el servicio es rápido recomendado sobre todo las alitas en el menú de comidas las pintas excelentes",Hace 2 años,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2022
"Dylan el mejor mesero. Muy buena experiencia, súper el ambiente.",Hace un mes,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,05/23/2024
Fue una buena experiencia la atención fue muy buena y tiene servicio de cocteles sin alcohol,Hace 4 meses,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,02/23/2024
"La atención es muy buena, el ambiente es tranquilo, adecuado para pasar un rato con amigos, es pet friendly.",Hace 3 meses,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,03/24/2024
"Buena y variadas cervezas, buen servicio y ambiente",Hace un mes,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,05/23/2024
"Muy buen servicio, comida y bebida. Muy recomendado",Hace un mes,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,05/23/2024
Tiene buen ambiente la pizza deliciosa la cerveza de frutos tropicales rica lo único malo que hace frío y no tienen calentadores de ahí todo muy bien,Hace 2 años,4 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2022
"Es muy bueno y seguro, siempre están variando las cervezas. Considero que les falta platos dulces a la carta.",Hace un año,4 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Pésimo servicio por parte del chico de lentes y aretes es algo grosero no pone atención al momento de hacer pedidos.,Hace un mes,2 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,-1,05/23/2024
"Tienen cervezas especiales y sabores diferentes, sobretodo la atención al cliente es demasiado excelente, atiende rápido y amablemente.",Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
El mesero nos repitio demasiadas veces cual era la hora de cierre. Fue una experiencia bastante incomoda.,Hace 3 meses,3 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,0,03/24/2024
En el sinners de la floresta cambiaron los vasos y están dando menos cerveza.,Hace 4 meses,1 estrella,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,-1,02/23/2024
"Excelente lugar, la pizza es para mí lo mejor, ofrecen un buen servicio y un ambiente agradable para pasar entre amigos y familia.",Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
"Vamos a pecar en Sinners, la stouts, porter son mis preferidas, la ginger coco tiene tono cada mes hay una edición diferente, es muy cómodo tiene varios ambientes, el baño de la pb es mixto así que si está cerrado golpee, buenas porciones en comida, buen ambiente y si personal es muy comprometido y amable.",Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
"La cerveza y la comida estaban buenas, pero el trato al cliente debe mejorar, llegamos y la señorita mesera nos comentó que la zona del segundo piso estaba inhabilitada y minutos después comenzaron a subir gente, así que no se si fue que simplemente no querían que subamos, nos sentimos un poco discriminados, aparte que los precios del menú y los reales están mal y si hay mucha gente existe demasiado desorden ya que por una orden esperamos 50 minutos. Es buen lugar pero deberían mejoran en algunos puntos para que la experiencia sea buena.",Hace un año,3 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,0,06/23/2023
"Buen lugar, excelente servicio y comida, muy recomendado",Hace 2 meses,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,04/23/2024
"Solo pudimos probar cerveza negra y rubia, lamentablemente no había roja .
Recomiendo la hamburguesa y la dark soul.",Hace un año,4 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
"Excelente servicio.
Las hamburguesas muy ricas y ufff buenas cervezas 🍺…",Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Cerveza muy buena y ambiente genial,Hace 2 meses,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,04/23/2024
Hoy les presumo un hermoso lugar donde fui con mis amigas a festejar nuestro cumpleaños nos ofrecieron una cerveza especial de los 7 pecados se llama la avaricia está buenísima nos regalaron 2 velitas hermosas en forma de cerveza. Estuvimos en la parte de arriba donde tienen juegos. La chica que nos atendió muy atenta a que pasáramos un rato agradable experiencia 100 de 10. Espectacular lugar .,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
"Pues lo he pasado muy divertido, buena cerveza, pinpon, futbolin, y una chica que me atendió que espero siga allí y me atienda de buena manera. Excelente!",Hace 8 meses,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,10/26/2023
Dylan el mejor mercero y buen servicio excelente lugar,Hace un mes,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,05/23/2024
Es lugar divertido para pasar con amigos.,Hace un mes,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,05/23/2024
"Excelente lugar para charlar y pasar el rato, variedad en bebidas y buen servicio y atención!",Hace 7 meses,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,11/25/2023
"La atención es muy buena y la cerveza inigualable, los meseros muy atentos y saben resolver. Le quito una estrella por qué cuando lo visité era la primera vez que pedía comida en este local y la salsa de las alitas se encontraba muy mal hecha y se sentía la harina sin disolver, no fue una experiencia agradable",Hace un año,4 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
Excelente servicio y muy bien ambiente y música los chicos que trabajan tienen muy buena actitud y siempre atentos ayudarnos tienen 2 nuevas hamburguesas que probé con mi pareja que están buenísimas.,Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
"Ayer estuvimos en Sinners casi al cierre, nos atendió una chica llamada Ana súper atenta y nos regaló muchas risas, pedimos distintas cervezas mi favorita fue la capuchino, comimos la 4ta paila aunque nos pareció un poco pequeña, buena cerveza. Volveremos, de leyff!",Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
"Ayer visitamos Sinners y nos atendió amablemente una mesera llamada Melany. Nos hizo probar las cervezas especiales de temporada y nos explicó sobre ellas. Mi cerveza favorita fue la Citrus cream y en comida probamos la quinta paila.
Excelente ambiente, música y atención, definitivamente regresaré pronto",Hace 11 meses,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,07/28/2023
"Excelente servicio y música, los chicos que trabajan tienen muy buena actitud, son super cordiales, el ambiente es espectacular, la comida es deliciosa, definitivamente es un lugar que recomiendo 💯",Hace 11 meses,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,07/28/2023
"Una experiencia diferente, un lugar acogedor desde la atencion de la señorita que nos supo recibir y sin duda las cervezas muy buenas y la comida no se diga muy deliciosa, para regresar con gusto gracias",Hace un año,5 estrellas,SINNERS Microcervecería Floresta,Bar,Pub,"Andalucía N24-368 y, Quito 170109","('-0.2058599', '-78.4837398')",-0.2058599,-78.4837398,1,06/23/2023
